Nombre,Origen,Destino,Peso
CJ11H,J12,J11,5
CJ12H,J13,J12,7
CJ13H,J14,J13,3
CJ14H,J15,J14,15
CJ15H,J16,J15,2
CJ16H,J17,J16,14
CJ17H,J18,J17,7
CJ18H,J19,J18,13
CJ19H,J20,J19,18
CJ20H,J21,J20,12
CJ21H,J22,J21,8
CJ22H,J23,J22,7
CJ23H,J24,J23,10
CJ24H,J25,J24,7
CJ25H,J26,J25,2
CK1H,K1,K2,5
CK2H,K2,K3,12
CK3H,K3,K4,20
CK4H,K4,K5,2
CK5H,K5,K6,8
CK6H,K6,K7,1
CK7H,K7,K8,15
CK8H,K8,K9,8
CK9H,K9,K10,10
CK10H,K10,K11,13
CK11H,K11,K12,9
CK12H,K12,K13,6
CK13H,K13,K14,2
CK14H,K14,K15,17
CK15H,K15,K16,18
CK16H,K16,K17,4
CK17H,K17,K18,17
CK18H,K18,K19,10
CK19H,K19,K20,14
CK20H,K20,K21,9
CK21H,K21,K22,20
CK22H,K22,K23,16
CK23H,K23,K24,19
CK24H,K24,K25,16
CK25H,K25,K26,17
CL1H,L2,L1,16
CL2H,L3,L2,5
CL3H,L4,L3,10
CL4H,L5,L4,12
CL5H,L6,L5,7
CL6H,L7,L6,5
CL7H,L8,L7,2
CL8H,L9,L8,17
CL9H,L10,L9,14
CL10H,L11,L10,4
CL11H,L12,L11,6
CL12H,L13,L12,8
CL13H,L14,L13,6
CL14H,L15,L14,13
CL15H,L16,L15,8
CL16H,L17,L16,5
CL17H,L18,L17,1
CL18H,L19,L18,6
CL19H,L20,L19,12
CL20H,L21,L20,5
CL21H,L22,L21,2
CL22H,L23,L22,19
CL23H,L24,L23,5
CL24H,L25,L24,5
CL25H,L26,L25,19
CM1H,M1,M2,6
CM2H,M2,M3,13
CM3H,M3,M4,3
CM4H,M4,M5,2
CM5H,M5,M6,3
CM6H,M6,M7,9
CM7H,M7,M8,2
CM8H,M8,M9,10
CM9H,M9,M10,5
CM10H,M10,M11,12
CM11H,M11,M12,4
CM12H,M12,M13,15
CM13H,M13,M14,18
CM14H,M14,M15,5
CM15H,M15,M16,18
CM16H,M16,M17,8
CM17H,M17,M18,4
CM18H,M18,M19,13
CM19H,M19,M20,4
CM20H,M20,M21,5
CM21H,M21,M22,16
CM22H,M22,M23,13
CM23H,M23,M24,15
CM24H,M24,M25,17
CM25H,M25,M26,2
CN1H,N2,N1,7
CN2H,N3,N2,13
CN3H,N4,N3,8
CN4H,N5,N4,6
CN5H,N6,N5,3
CN6H,N7,N6,17
CN7H,N8,N7,15
CN8H,N9,N8,16
CN9H,N10,N9,4
CN10H,N11,N10,1
CN11H,N12,N11,19
CN12H,N13,N12,11
CN13H,N14,N13,14
CN14H,N15,N14,5
CN15H,N16,N15,16
CN16H,N17,N16,7
CN17H,N18,N17,7
CN18H,N19,N18,18
CN19H,N20,N19,11
CN20H,N21,N20,17
CN21H,N22,N21,12
CN22H,N23,N22,9
CN23H,N24,N23,10
CN24H,N25,N24,12
CN25H,N26,N25,5
CO1H,O1,O2,20
CO2H,O2,O3,6
CO3H,O3,O4,2
CO4H,O4,O5,9
CO5H,O5,O6,4
CO6H,O6,O7,1
CO7H,O7,O8,3
CO8H,O8,O9,16
CO9H,O9,O10,11
CO10H,O10,O11,13
CO11H,O11,O12,11
CO12H,O12,O13,2
CO13H,O13,O14,12
CO14H,O14,O15,13
CO15H,O15,O16,2
CO16H,O16,O17,17
CO17H,O17,O18,3
CO18H,O18,O19,5
CO19H,O19,O20,9
CO20H,O20,O21,13
CO21H,O21,O22,15
CO22H,O22,O23,15
CO23H,O23,O24,8
CO24H,O24,O25,5
CO25H,O25,O26,8
CP1H,P2,P1,20
CP2H,P3,P2,6
CP3H,P4,P3,16
CP4H,P5,P4,4
CP5H,P6,P5,12
CP6H,P7,P6,5
CP7H,P8,P7,19
CP8H,P9,P8,4
CP9H,P10,P9,9
CP10H,P11,P10,4
CP11H,P12,P11,18
CP12H,P13,P12,6
CP13H,P14,P13,5
CP14H,P15,P14,5
CP15H,P16,P15,13
CP16H,P17,P16,3
CP17H,P18,P17,1
CP18H,P19,P18,16
CP19H,P20,P19,18
CP20H,P21,P20,6
CP21H,P22,P21,2
CP22H,P23,P22,18
CP23H,P24,P23,13
CP24H,P25,P24,11
CP25H,P26,P25,10
CQ1H,Q1,Q2,8
CQ2H,Q2,Q3,2
CQ3H,Q3,Q4,9
CQ4H,Q4,Q5,9
CQ5H,Q5,Q6,9
CQ6H,Q6,Q7,4
CQ7H,Q7,Q8,8
CQ8H,Q8,Q9,9
CQ9H,Q9,Q10,6
CQ10H,Q10,Q11,12
CQ11H,Q11,Q12,5
CQ12H,Q12,Q13,16
CQ13H,Q13,Q14,17
CQ14H,Q14,Q15,15
CQ15H,Q15,Q16,3
CQ16H,Q16,Q17,12
CQ17H,Q17,Q18,2
CQ18H,Q18,Q19,10
CQ19H,Q19,Q20,20
CQ20H,Q20,Q21,20
CQ21H,Q21,Q22,3
CQ22H,Q22,Q23,5
CQ23H,Q23,Q24,3
CQ24H,Q24,Q25,4
CQ25H,Q25,Q26,18
CR1H,R2,R1,16
CR2H,R3,R2,4
CR3H,R4,R3,6
CR4H,R5,R4,4
CR5H,R6,R5,3
CR6H,R7,R6,18
CR7H,R8,R7,3
CR8H,R9,R8,9
CR9H,R10,R9,10
CR10H,R11,R10,19
CR11H,R12,R11,17
CR12H,R13,R12,6
CR13H,R14,R13,10
CR14H,R15,R14,14
CR15H,R16,R15,14
CR16H,R17,R16,12
CR17H,R18,R17,10
CR18H,R19,R18,13
CR19H,R20,R19,12
CR20H,R21,R20,13
CR21H,R22,R21,4
CR22H,R23,R22,12
CR23H,R24,R23,17
CR24H,R25,R24,19
CR25H,R26,R25,1
CS1H,S1,S2,4
CS2H,S2,S3,1
CS3H,S3,S4,18
CS4H,S4,S5,3
CS5H,S5,S6,11
CS6H,S6,S7,18
CS7H,S7,S8,11
CS8H,S8,S9,7
CS9H,S9,S10,10
CS10H,S10,S11,20
CS11H,S11,S12,4
CS12H,S12,S13,13
CS13H,S13,S14,20
CS14H,S14,S15,1
CS15H,S15,S16,12
CS16H,S16,S17,16
CS17H,S17,S18,19
CS18H,S18,S19,14
CS19H,S19,S20,18
CS20H,S20,S21,19
CS21H,S21,S22,18
CS22H,S22,S23,4
CS23H,S23,S24,6
CS24H,S24,S25,10
CS25H,S25,S26,1
CT1H,T2,T1,6
CT2H,T3,T2,18
CT3H,T4,T3,15
CT4H,T5,T4,18
CT5H,T6,T5,1
CT6H,T7,T6,10
CT7H,T8,T7,16
CT8H,T9,T8,14
CT9H,T10,T9,10
CT10H,T11,T10,19
CT11H,T12,T11,6
CT12H,T13,T12,14
CT13H,T14,T13,9
CT14H,T15,T14,10
CT15H,T16,T15,4
CT16H,T17,T16,6
CT17H,T18,T17,20
CT18H,T19,T18,14
CT19H,T20,T19,8
CT20H,T21,T20,6
CT21H,T22,T21,5
CT22H,T23,T22,5
CT23H,T24,T23,3
CT24H,T25,T24,20
CT25H,T26,T25,5
CU1H,U1,U2,1
CU2H,U2,U3,17
CU3H,U3,U4,1
CU4H,U4,U5,5
CU5H,U5,U6,18
CU6H,U6,U7,19
CU7H,U7,U8,5
CU8H,U8,U9,9
CU9H,U9,U10,4
CU10H,U10,U11,19
CU11H,U11,U12,8
CU12H,U12,U13,19
CU13H,U13,U14,10
CU14H,U14,U15,17
CU15H,U15,U16,4
CU16H,U16,U17,15
CU17H,U17,U18,16
CU18H,U18,U19,20
CU19H,U19,U20,8
CU20H,U20,U21,15
CU21H,U21,U22,11
CU22H,U22,U23,16
CU23H,U23,U24,5
CU24H,U24,U25,8
CU25H,U25,U26,20
CV1H,V2,V1,18
CV2H,V3,V2,3
CV3H,V4,V3,6
CV4H,V5,V4,14
CV5H,V6,V5,12
CV6H,V7,V6,9
CV7H,V8,V7,19
CV8H,V9,V8,7
CV9H,V10,V9,15
CV10H,V11,V10,8
CV11H,V12,V11,10
CV12H,V13,V12,9
CV13H,V14,V13,11
CV14H,V15,V14,17
CV15H,V16,V15,4
CV16H,V17,V16,3
CV17H,V18,V17,19
CV18H,V19,V18,3
CV19H,V20,V19,16
CV20H,V21,V20,6
CV21H,V22,V21,11
CV22H,V23,V22,8
CV23H,V24,V23,12
CV24H,V25,V24,12
CV25H,V26,V25,5
CW1H,W1,W2,5
CW2H,W2,W3,5
CW3H,W3,W4,17
CW4H,W4,W5,5
CW5H,W5,W6,3
CW6H,W6,W7,20
CW7H,W7,W8,5
CW8H,W8,W9,2
CW9H,W9,W10,20
CW10H,W10,W11,14
CW11H,W11,W12,16
CW12H,W12,W13,6
CW13H,W13,W14,16
CW14H,W14,W15,17
CW15H,W15,W16,7
CW16H,W16,W17,16
CW17H,W17,W18,13
CW18H,W18,W19,18
CW19H,W19,W20,7
CW20H,W20,W21,1
CW21H,W21,W22,12
CW22H,W22,W23,4
CW23H,W23,W24,13
CW24H,W24,W25,18
CW25H,W25,W26,1
CX1H,X2,X1,5
CX2H,X3,X2,7
CX3H,X4,X3,10
CX4H,X5,X4,2
CX5H,X6,X5,9
CX6H,X7,X6,1
CX7H,X8,X7,16
CX8H,X9,X8,11
CX9H,X10,X9,8
CX10H,X11,X10,8
CX11H,X12,X11,1
CX12H,X13,X12,14
CX13H,X14,X13,1
CX14H,X15,X14,13
CX15H,X16,X15,18
CX16H,X17,X16,14
CX17H,X18,X17,6
CX18H,X19,X18,20
CX19H,X20,X19,6
CX20H,X21,X20,20
CX21H,X22,X21,2
CX22H,X23,X22,13
CX23H,X24,X23,15
CX24H,X25,X24,5
CX25H,X26,X25,19
CY1H,Y1,Y2,12
CY2H,Y2,Y3,1
CY3H,Y3,Y4,9
CY4H,Y4,Y5,19
CY5H,Y5,Y6,10
CY6H,Y6,Y7,16
CY7H,Y7,Y8,8
CY8H,Y8,Y9,18
CY9H,Y9,Y10,9
CY10H,Y10,Y11,14
CY11H,Y11,Y12,12
CY12H,Y12,Y13,8
CY13H,Y13,Y14,15
CY14H,Y14,Y15,10
CY15H,Y15,Y16,9
CY16H,Y16,Y17,8
CY17H,Y17,Y18,17
CY18H,Y18,Y19,19
CY19H,Y19,Y20,4
CY20H,Y20,Y21,8
CY21H,Y21,Y22,6
CY22H,Y22,Y23,19
CY23H,Y23,Y24,15
CY24H,Y24,Y25,10
CY25H,Y25,Y26,6
CZ1H,Z2,Z1,4
CZ2H,Z3,Z2,1
CZ3H,Z4,Z3,11
CZ4H,Z5,Z4,8
CZ5H,Z6,Z5,8
CZ6H,Z7,Z6,15
CZ7H,Z8,Z7,8
CZ8H,Z9,Z8,8
CZ9H,Z10,Z9,13
CZ10H,Z11,Z10,11
CZ11H,Z12,Z11,13
CZ12H,Z13,Z12,14
CZ13H,Z14,Z13,18
CZ14H,Z15,Z14,2
CZ15H,Z16,Z15,3
CZ16H,Z17,Z16,19
CZ17H,Z18,Z17,16
CZ18H,Z19,Z18,12
CZ19H,Z20,Z19,6
CZ20H,Z21,Z20,14
CZ21H,Z22,Z21,15
CZ22H,Z23,Z22,15
CZ23H,Z24,Z23,2
CZ24H,Z25,Z24,1
CZ25H,Z26,Z25,1
CA1V,A1,B1,1
CA2V,B2,A2,13
CA3V,A3,B3,8
CA4V,B4,A4,5
CA5V,A5,B5,7
CA6V,B6,A6,19
CA7V,A7,B7,19
CA8V,B8,A8,11
CA9V,A9,B9,8
CA10V,B10,A10,18
CA11V,A11,B11,2
CA12V,B12,A12,19
CA13V,A13,B13,18
CA14V,B14,A14,11
CA15V,A15,B15,4
CA16V,B16,A16,20
CA17V,A17,B17,17
CA18V,B18,A18,2
CA19V,A19,B19,8
CA20V,B20,A20,6
CA21V,A21,B21,16
CA22V,B22,A22,2
CA23V,A23,B23,9
CA24V,B24,A24,20
CA25V,A25,B25,10
CB1V,B1,C1,12
CB2V,C2,B2,1
CB3V,B3,C3,9
CB4V,C4,B4,14
CB5V,B5,C5,9
CB6V,C6,B6,4
CB7V,B7,C7,18
CB8V,C8,B8,3
CB9V,B9,C9,17
CB10V,C10,B10,8
CB11V,B11,C11,12
CB12V,C12,B12,13
CB13V,B13,C13,7
CB14V,C14,B14,18
CB15V,B15,C15,13
CB16V,C16,B16,9
CB17V,B17,C17,13
CB18V,C18,B18,10
CB19V,B19,C19,1
CB20V,C20,B20,6
CB21V,B21,C21,9
CB22V,C22,B22,8
CB23V,B23,C23,8
CB24V,C24,B24,1
CB25V,B25,C25,6
CC1V,C1,D1,10
CC2V,D2,C2,11
CC3V,C3,D3,5
CC4V,D4,C4,8
CC5V,C5,D5,17
CC6V,D6,C6,19
CC7V,C7,D7,18
CC8V,D8,C8,8
CC9V,C9,D9,5
CC10V,D10,C10,13
CC11V,C11,D11,7
CC12V,D12,C12,12
CC13V,C13,D13,8
CC14V,D14,C14,5
CC15V,C15,D15,6
CC16V,D16,C16,10
CC17V,C17,D17,20
CC18V,D18,C18,10
CC19V,C19,D19,8
CC20V,D20,C20,4
CC21V,C21,D21,20
CC22V,D22,C22,3
CC23V,C23,D23,8
CC24V,D24,C24,19
CC25V,C25,D25,3
CC26V,D26,C26,11
CD1V,D1,E1,5
CD2V,E2,D2,15
CD3V,D3,E3,11
CD4V,E4,D4,19
CD5V,D5,E5,16
CD6V,E6,D6,13
CD7V,D7,E7,3
CD8V,E8,D8,14
CD9V,D9,E9,10
CD10V,E10,D10,11
CD11V,D11,E11,1
CD12V,E12,D12,11
CD13V,D13,E13,3
CD14V,E14,D14,17
CD15V,D15,E15,2
CD16V,E16,D16,18
CD17V,D17,E17,20
CD18V,E18,D18,8
CD19V,D19,E19,6
CD20V,E20,D20,14
CD21V,D21,E21,5
CD22V,E22,D22,13
CD23V,D23,E23,11
CD24V,E24,D24,2
CD25V,D25,E25,20
CD26V,E26,D26,7
CE1V,E1,F1,13
CE2V,F2,E2,4
CE3V,E3,F3,13
CE4V,F4,E4,18
CE5V,E5,F5,8
CE6V,F6,E6,20
CE7V,E7,F7,10
CE8V,F8,E8,14
CE9V,E9,F9,14
CE10V,F10,E10,16
CE11V,E11,F11,5
CE12V,F12,E12,15
CE13V,E13,F13,17
CE14V,F14,E14,19
CE15V,E15,F15,7
CE16V,F16,E16,15
CE17V,E17,F17,9
CE18V,F18,E18,13
CE19V,E19,F19,8
CE20V,F20,E20,5
CE21V,E21,F21,7
CE22V,F22,E22,19
CE23V,E23,F23,14
CE24V,F24,E24,9
CE25V,E25,F25,19
CE26V,F26,E26,18
CF1V,F1,G1,15
CF2V,G2,F2,17
CF3V,F3,G3,19
CF4V,G4,F4,19
CF5V,F5,G5,8
CF6V,G6,F6,20
CF7V,F7,G7,8
CF8V,G8,F8,5
CF9V,F9,G9,8
CF10V,G10,F10,18
CF11V,F11,G11,19
CF12V,G12,F12,6
CF13V,F13,G13,5
CF14V,G14,F14,5
CF15V,F15,G15,5
CF16V,G16,F16,4
CF17V,F17,G17,4
CF18V,G18,F18,19
CF19V,F19,G19,17
CF20V,G20,F20,18
CF21V,F21,G21,5
CF22V,G22,F22,5
CF23V,F23,G23,20
CF24V,G24,F24,10
CF25V,F25,G25,3
CF26V,G26,F26,14
CG1V,G1,H1,14
CG2V,H2,G2,18
CG3V,G3,H3,18
CG4V,H4,G4,19
CG5V,G5,H5,5
CG6V,H6,G6,7
CG7V,G7,H7,12
CG8V,H8,G8,5
CG9V,G9,H9,17
CG10V,H10,G10,4
CG11V,G11,H11,3
CG12V,H12,G12,8
CG13V,G13,H13,18
CG14V,H14,G14,7
CG15V,G15,H15,9
CG16V,H16,G16,14
CG17V,G17,H17,15
CG18V,H18,G18,5
CG19V,G19,H19,9
CG20V,H20,G20,6
CG21V,G21,H21,20
CG22V,H22,G22,3
CG23V,G23,H23,20
CG24V,H24,G24,4
CG25V,G25,H25,4
CG26V,H26,G26,20
CH1V,H1,I1,18
CH2V,I2,H2,18
CH3V,H3,I3,15
CH4V,I4,H4,10
CH5V,H5,I5,3
CH6V,I6,H6,13
CH7V,H7,I7,19
CH8V,I8,H8,19
CH9V,H9,I9,6
CH10V,I10,H10,2
CH11V,H11,I11,14
CH12V,I12,H12,1
CH13V,H13,I13,7
CH14V,I14,H14,8
CH15V,H15,I15,14
CH16V,I16,H16,11
CH17V,H17,I17,6
CH18V,I18,H18,4
CH19V,H19,I19,12
CH20V,I20,H20,18
CH21V,H21,I21,15
CH22V,I22,H22,3
CH23V,H23,I23,8
CH24V,I24,H24,2
CH25V,H25,I25,20
CH26V,I26,H26,12
CI1V,I1,J1,19
CI2V,J2,I2,19
CI3V,I3,J3,17
CI4V,J4,I4,3
CI5V,I5,J5,16
CI6V,J6,I6,10
CI7V,I7,J7,14
CI8V,J8,I8,10
CI9V,I9,J9,7
CI10V,J10,I10,7
CI11V,I11,J11,17
CI12V,J12,I12,20
CI13V,I13,J13,16
CI14V,J14,I14,3
CI15V,I15,J15,16
CI16V,J16,I16,16
CI17V,I17,J17,1
CI18V,J18,I18,17
CI19V,I19,J19,1
CI20V,J20,I20,9
CI21V,I21,J21,13
CI22V,J22,I22,4
CI23V,I23,J23,6
CI24V,J24,I24,2
CI25V,I25,J25,9
CI26V,J26,I26,11
CJ1V,J1,K1,9
CJ2V,K2,J2,1
CJ3V,J3,K3,16
CJ4V,K4,J4,17
CJ5V,J5,K5,16
CJ6V,K6,J6,11
CJ7V,J7,K7,1
CJ8V,K8,J8,18
CJ9V,J9,K9,11
CJ10V,K10,J10,18
CJ11V,J11,K11,2
CJ12V,K12,J12,17
CJ13V,J13,K13,14
CJ14V,K14,J14,13
CJ15V,J15,K15,2
CJ16V,K16,J16,5
CJ17V,J17,K17,9
CJ18V,K18,J18,1
CJ19V,J19,K19,8
CJ20V,K20,J20,11
CJ21V,J21,K21,15
CJ22V,K22,J22,10
CJ23V,J23,K23,15
CJ24V,K24,J24,17
CJ25V,J25,K25,3
CJ26V,K26,J26,3
CK1V,K1,L1,7
CK2V,L2,K2,20
CK3V,K3,L3,7
CK4V,L4,K4,17
CK5V,K5,L5,14
CK6V,L6,K6,13
CK7V,K7,L7,12
CK8V,L8,K8,13
CK9V,K9,L9,10
CK10V,L10,K10,15
CK11V,K11,L11,15
CK12V,L12,K12,18
CK13V,K13,L13,7
CK14V,L14,K14,15
CK15V,K15,L15,20
CK16V,L16,K16,5
CK17V,K17,L17,12
CK18V,L18,K18,8
CK19V,K19,L19,6
CK20V,L20,K20,11
CK21V,K21,L21,16
CK22V,L22,K22,15
CK23V,K23,L23,6
CK24V,L24,K24,12
CK25V,K25,L25,2
CK26V,L26,K26,5
CL1V,L1,M1,6
CL2V,M2,L2,1
CL3V,L3,M3,13
CL4V,M4,L4,19
CL5V,L5,M5,3
CL6V,M6,L6,18
CL7V,L7,M7,5
CL8V,M8,L8,18
CL9V,L9,M9,2
CL10V,M10,L10,18
CL11V,L11,M11,4
CL12V,M12,L12,3
CL13V,L13,M13,16
CL14V,M14,L14,13
CL15V,L15,M15,19
CL16V,M16,L16,3
CL17V,L17,M17,3
CL18V,M18,L18,6
CL19V,L19,M19,8
CL20V,M20,L20,10
CL21V,L21,M21,4
CL22V,M22,L22,17
CL23V,L23,M23,7
CL24V,M24,L24,11
CL25V,L25,M25,4
CL26V,M26,L26,10
CM1V,M1,N1,10
CM2V,N2,M2,11
CM3V,M3,N3,14
CM4V,N4,M4,1
CM5V,M5,N5,6
CM6V,N6,M6,5
CM7V,M7,N7,17
CM8V,N8,M8,8
CM9V,M9,N9,4
CM10V,N10,M10,4
CM11V,M11,N11,2
CM12V,N12,M12,12
CM13V,M13,N13,6
CM14V,N14,M14,8
CM15V,M15,N15,11
CM16V,N16,M16,4
CM17V,M17,N17,19
CM18V,N18,M18,11
CM19V,M19,N19,5
CM20V,N20,M20,15
CM21V,M21,N21,11
CM22V,N22,M22,16
CM23V,M23,N23,15
CM24V,N24,M24,13
CM25V,M25,N25,11
CM26V,N26,M26,16
CN1V,N1,O1,3
CN2V,O2,N2,11
CN3V,N3,O3,15
CN4V,O4,N4,5
CN5V,N5,O5,4
CN6V,O6,N6,20
CN7V,N7,O7,4
CN8V,O8,N8,10
CN9V,N9,O9,6
CN10V,O10,N10,4
CN11V,N11,O11,9
CN12V,O12,N12,19
CN13V,N13,O13,2
CN14V,O14,N14,1
CN15V,N15,O15,10
CN16V,O16,N16,3
CN17V,N17,O17,8
CN18V,O18,N18,13
CN19V,N19,O19,18
CN20V,O20,N20,4
CN21V,N21,O21,11
CN22V,O22,N22,20
CN23V,N23,O23,20
CN24V,O24,N24,2
CN25V,N25,O25,19
CN26V,O26,N26,7
CO1V,O1,P1,17
CO2V,P2,O2,1
CO3V,O3,P3,3
CO4V,P4,O4,11
CO5V,O5,P5,7
CO6V,P6,O6,11
CO7V,O7,P7,9
CO8V,P8,O8,12
CO9V,O9,P9,17
CO10V,P10,O10,6
CO11V,O11,P11,10
CO12V,P12,O12,10
CO13V,O13,P13,16
CO14V,P14,O14,6
CO15V,O15,P15,10
CO16V,P16,O16,6
CO17V,O17,P17,15
CO18V,P18,O18,8
CO19V,O19,P19,17
CO20V,P20,O20,19
CO21V,O21,P21,11
CO22V,P22,O22,15
CO23V,O23,P23,19
CO24V,P24,O24,1
CO25V,O25,P25,12
CO26V,P26,O26,13
CP1V,P1,Q1,2
CP2V,Q2,P2,18
CP3V,P3,Q3,10
CP4V,Q4,P4,1
CP5V,P5,Q5,6
CP6V,Q6,P6,17
CP7V,P7,Q7,20
CP8V,Q8,P8,10
CP9V,P9,Q9,10
CP10V,Q10,P10,2
CP11V,P11,Q11,10
CP12V,Q12,P12,16
CP13V,P13,Q13,5
CP14V,Q14,P14,19
CP15V,P15,Q15,1
CP16V,Q16,P16,11
